country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MX,Mexico,Nuevo Leon,,,MX-NLE,,16/07/2020,-35,-6,-34,-53,-38,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,17/07/2020,-37,-4,-36,-47,-34,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,18/07/2020,-49,-9,-46,-47,-21,12
MX,Mexico,Nuevo Leon,,,MX-NLE,,19/07/2020,-53,-14,-51,-51,-13,10
MX,Mexico,Nuevo Leon,,,MX-NLE,,20/07/2020,-37,-10,-38,-48,-36,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,21/07/2020,-37,-10,-37,-52,-38,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,22/07/2020,-38,-12,-32,-53,-38,17
MX,Mexico,Nuevo Leon,,,MX-NLE,,23/07/2020,-39,-12,-34,-53,-38,17
MX,Mexico,Nuevo Leon,,,MX-NLE,,24/07/2020,-39,-6,-37,-48,-34,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,25/07/2020,-50,-6,-46,-49,-22,13
MX,Mexico,Nuevo Leon,,,MX-NLE,,26/07/2020,-77,-49,-79,-71,-43,20
MX,Mexico,Nuevo Leon,,,MX-NLE,,27/07/2020,-68,-29,-63,-82,-74,33
MX,Mexico,Nuevo Leon,,,MX-NLE,,28/07/2020,-39,-14,-49,-52,-39,17
MX,Mexico,Nuevo Leon,,,MX-NLE,,29/07/2020,-33,-9,-37,-52,-38,17
MX,Mexico,Nuevo Leon,,,MX-NLE,,30/07/2020,-31,-7,-35,-51,-38,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,31/07/2020,-29,1,-35,-44,-33,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,01/08/2020,-41,0,-42,-43,-17,10
MX,Mexico,Nuevo Leon,,,MX-NLE,,02/08/2020,-48,-12,-49,-47,-10,9
MX,Mexico,Nuevo Leon,,,MX-NLE,,03/08/2020,-29,-7,-36,-44,-35,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,04/08/2020,-30,-8,-36,-49,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,05/08/2020,-30,-9,-29,-50,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,06/08/2020,-32,-10,-31,-50,-38,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,07/08/2020,-33,-6,-33,-44,-34,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,08/08/2020,-43,-5,-37,-43,-18,9
MX,Mexico,Nuevo Leon,,,MX-NLE,,09/08/2020,-49,-15,-46,-46,-12,8
MX,Mexico,Nuevo Leon,,,MX-NLE,,10/08/2020,-31,-11,-34,-44,-35,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,11/08/2020,-31,-10,-35,-48,-38,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,12/08/2020,-32,-11,-30,-50,-38,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,13/08/2020,-32,-10,-32,-49,-38,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,14/08/2020,-29,-1,-32,-43,-33,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,15/08/2020,-34,1,-35,-38,-16,8
MX,Mexico,Nuevo Leon,,,MX-NLE,,16/08/2020,-40,-11,-43,-42,-9,7
MX,Mexico,Nuevo Leon,,,MX-NLE,,17/08/2020,-28,-7,-31,-42,-35,13
MX,Mexico,Nuevo Leon,,,MX-NLE,,18/08/2020,-28,-7,-29,-47,-36,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,19/08/2020,-28,-8,-22,-48,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,20/08/2020,-29,-9,-23,-48,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,21/08/2020,-30,-4,-24,-42,-33,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,22/08/2020,-32,-3,-28,-39,-15,8
MX,Mexico,Nuevo Leon,,,MX-NLE,,23/08/2020,-36,-11,-37,-41,-8,7
MX,Mexico,Nuevo Leon,,,MX-NLE,,24/08/2020,-30,-10,-25,-43,-35,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,25/08/2020,-28,-10,-24,-47,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,26/08/2020,-27,-10,-16,-48,-36,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,27/08/2020,-27,-7,-13,-46,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,28/08/2020,-25,0,-16,-41,-32,13
MX,Mexico,Nuevo Leon,,,MX-NLE,,29/08/2020,-26,3,-15,-36,-14,7
MX,Mexico,Nuevo Leon,,,MX-NLE,,30/08/2020,-31,-5,-28,-38,-6,6
MX,Mexico,Nuevo Leon,,,MX-NLE,,31/08/2020,-22,-2,-13,-40,-34,13
MX,Mexico,Nuevo Leon,,,MX-NLE,,01/09/2020,-20,0,-11,-44,-36,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,02/09/2020,-22,-4,-6,-47,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,03/09/2020,-26,-8,-14,-46,-38,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,04/09/2020,-25,-2,-18,-40,-33,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,05/09/2020,-29,-3,-28,-40,-18,10
MX,Mexico,Nuevo Leon,,,MX-NLE,,06/09/2020,-31,-9,-40,-42,-11,9
MX,Mexico,Nuevo Leon,,,MX-NLE,,07/09/2020,-23,-6,-12,-39,-34,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,08/09/2020,-21,-6,-9,-43,-37,14
MX,Mexico,Nuevo Leon,,,MX-NLE,,09/09/2020,-21,-9,-4,-45,-37,15
MX,Mexico,Nuevo Leon,,,MX-NLE,,10/09/2020,-22,-5,-12,-46,-38,16
MX,Mexico,Nuevo Leon,,,MX-NLE,,11/09/2020,-20,-1,-4,-38,-33,15
MX,Mexico,Oaxaca,,,MX-OAX,,15/02/2020,1,0,4,-3,2,-1
MX,Mexico,Oaxaca,,,MX-OAX,,16/02/2020,3,2,3,0,1,0
MX,Mexico,Oaxaca,,,MX-OAX,,17/02/2020,-1,0,1,1,11,-2
MX,Mexico,Oaxaca,,,MX-OAX,,18/02/2020,-1,-2,1,-3,9,-1
MX,Mexico,Oaxaca,,,MX-OAX,,19/02/2020,-2,-2,-2,-3,8,-1
MX,Mexico,Oaxaca,,,MX-OAX,,20/02/2020,-3,-4,2,-1,8,-1
MX,Mexico,Oaxaca,,,MX-OAX,,21/02/2020,-5,-5,-4,0,10,-1
MX,Mexico,Oaxaca,,,MX-OAX,,22/02/2020,-5,-5,3,1,2,0
MX,Mexico,Oaxaca,,,MX-OAX,,23/02/2020,-5,-3,0,-1,1,0
MX,Mexico,Oaxaca,,,MX-OAX,,24/02/2020,-5,-4,3,0,10,-1
MX,Mexico,Oaxaca,,,MX-OAX,,25/02/2020,-4,-4,0,1,7,-1
MX,Mexico,Oaxaca,,,MX-OAX,,26/02/2020,-6,-5,-4,0,6,-1
MX,Mexico,Oaxaca,,,MX-OAX,,27/02/2020,-4,-3,-5,-4,3,0
MX,Mexico,Oaxaca,,,MX-OAX,,28/02/2020,0,1,1,0,11,-1
MX,Mexico,Oaxaca,,,MX-OAX,,29/02/2020,2,4,1,0,5,0
MX,Mexico,Oaxaca,,,MX-OAX,,01/03/2020,2,4,-1,3,3,0
MX,Mexico,Oaxaca,,,MX-OAX,,02/03/2020,-1,1,0,5,13,-2
MX,Mexico,Oaxaca,,,MX-OAX,,03/03/2020,-1,0,3,-1,10,-2
MX,Mexico,Oaxaca,,,MX-OAX,,04/03/2020,-2,0,-4,-1,9,-1
MX,Mexico,Oaxaca,,,MX-OAX,,05/03/2020,-3,-3,-5,-4,10,-1
MX,Mexico,Oaxaca,,,MX-OAX,,06/03/2020,-4,-4,-5,-5,14,-2
MX,Mexico,Oaxaca,,,MX-OAX,,07/03/2020,-3,-4,-2,-5,5,0
MX,Mexico,Oaxaca,,,MX-OAX,,08/03/2020,-1,-2,-1,-6,2,1
MX,Mexico,Oaxaca,,,MX-OAX,,09/03/2020,-7,-5,-8,-6,-2,3
MX,Mexico,Oaxaca,,,MX-OAX,,10/03/2020,-3,-4,0,-2,9,-2
MX,Mexico,Oaxaca,,,MX-OAX,,11/03/2020,-3,-2,-4,-1,9,-1
MX,Mexico,Oaxaca,,,MX-OAX,,12/03/2020,-2,-3,-4,1,9,-2
MX,Mexico,Oaxaca,,,MX-OAX,,13/03/2020,1,3,1,2,11,-2
MX,Mexico,Oaxaca,,,MX-OAX,,14/03/2020,4,8,11,-4,4,-1
MX,Mexico,Oaxaca,,,MX-OAX,,15/03/2020,4,8,12,-13,1,0
MX,Mexico,Oaxaca,,,MX-OAX,,16/03/2020,-5,5,-2,-4,-37,7
MX,Mexico,Oaxaca,,,MX-OAX,,17/03/2020,-2,4,-4,-5,8,-2
MX,Mexico,Oaxaca,,,MX-OAX,,18/03/2020,-6,3,-10,-11,3,0
MX,Mexico,Oaxaca,,,MX-OAX,,19/03/2020,-9,0,-10,-14,-3,1
MX,Mexico,Oaxaca,,,MX-OAX,,20/03/2020,-15,-3,-16,-14,-4,3
MX,Mexico,Oaxaca,,,MX-OAX,,21/03/2020,-22,-7,-22,-16,-2,5
MX,Mexico,Oaxaca,,,MX-OAX,,22/03/2020,-28,-12,-29,-24,-6,5
MX,Mexico,Oaxaca,,,MX-OAX,,23/03/2020,-24,-13,-30,-25,-27,9
MX,Mexico,Oaxaca,,,MX-OAX,,24/03/2020,-27,-15,-34,-28,-31,10
MX,Mexico,Oaxaca,,,MX-OAX,,25/03/2020,-30,-18,-37,-29,-33,11
MX,Mexico,Oaxaca,,,MX-OAX,,26/03/2020,-33,-20,-37,-36,-34,12
MX,Mexico,Oaxaca,,,MX-OAX,,27/03/2020,-35,-19,-38,-39,-31,13
MX,Mexico,Oaxaca,,,MX-OAX,,28/03/2020,-37,-20,-39,-39,-13,9
MX,Mexico,Oaxaca,,,MX-OAX,,29/03/2020,-41,-23,-44,-46,-16,9
MX,Mexico,Oaxaca,,,MX-OAX,,30/03/2020,-31,-16,-37,-37,-35,12
MX,Mexico,Oaxaca,,,MX-OAX,,31/03/2020,-31,-15,-38,-37,-38,12
MX,Mexico,Oaxaca,,,MX-OAX,,01/04/2020,-33,-17,-40,-38,-40,13
MX,Mexico,Oaxaca,,,MX-OAX,,02/04/2020,-43,-20,-45,-43,-42,14
MX,Mexico,Oaxaca,,,MX-OAX,,03/04/2020,-51,-21,-49,-46,-39,16
MX,Mexico,Oaxaca,,,MX-OAX,,04/04/2020,-53,-23,-50,-45,-22,13
MX,Mexico,Oaxaca,,,MX-OAX,,05/04/2020,-57,-27,-52,-53,-23,11
MX,Mexico,Oaxaca,,,MX-OAX,,06/04/2020,-49,-22,-46,-45,-44,15
MX,Mexico,Oaxaca,,,MX-OAX,,07/04/2020,-48,-22,-48,-43,-46,15
MX,Mexico,Oaxaca,,,MX-OAX,,08/04/2020,-50,-23,-49,-43,-48,15
MX,Mexico,Oaxaca,,,MX-OAX,,09/04/2020,-56,-27,-53,-52,-56,18
MX,Mexico,Oaxaca,,,MX-OAX,,10/04/2020,-68,-40,-63,-65,-64,24
MX,Mexico,Oaxaca,,,MX-OAX,,11/04/2020,-65,-36,-59,-59,-41,17
MX,Mexico,Oaxaca,,,MX-OAX,,12/04/2020,-64,-37,-59,-59,-29,12
MX,Mexico,Oaxaca,,,MX-OAX,,13/04/2020,-51,-26,-49,-48,-44,16
MX,Mexico,Oaxaca,,,MX-OAX,,14/04/2020,-51,-26,-49,-48,-46,16
MX,Mexico,Oaxaca,,,MX-OAX,,15/04/2020,-49,-22,-49,-47,-45,16
MX,Mexico,Oaxaca,,,MX-OAX,,16/04/2020,-50,-24,-49,-50,-46,17
MX,Mexico,Oaxaca,,,MX-OAX,,17/04/2020,-54,-27,-52,-54,-42,20
MX,Mexico,Oaxaca,,,MX-OAX,,18/04/2020,-57,-30,-54,-54,-24,14
MX,Mexico,Oaxaca,,,MX-OAX,,19/04/2020,-61,-34,-58,-61,-23,12
MX,Mexico,Oaxaca,,,MX-OAX,,20/04/2020,-52,-28,-50,-49,-42,17
MX,Mexico,Oaxaca,,,MX-OAX,,21/04/2020,-54,-30,-54,-50,-45,16
MX,Mexico,Oaxaca,,,MX-OAX,,22/04/2020,-56,-32,-55,-52,-45,17
MX,Mexico,Oaxaca,,,MX-OAX,,23/04/2020,-58,-34,-57,-53,-46,18
MX,Mexico,Oaxaca,,,MX-OAX,,24/04/2020,-60,-35,-59,-58,-42,20
MX,Mexico,Oaxaca,,,MX-OAX,,25/04/2020,-61,-34,-59,-58,-25,15
MX,Mexico,Oaxaca,,,MX-OAX,,26/04/2020,-65,-38,-63,-64,-25,13
MX,Mexico,Oaxaca,,,MX-OAX,,27/04/2020,-56,-32,-56,-53,-43,18
MX,Mexico,Oaxaca,,,MX-OAX,,28/04/2020,-55,-30,-55,-51,-45,12
MX,Mexico,Oaxaca,,,MX-OAX,,29/04/2020,-54,-26,-55,-49,-44,17
MX,Mexico,Oaxaca,,,MX-OAX,,30/04/2020,-49,-18,-51,-47,-43,16
MX,Mexico,Oaxaca,,,MX-OAX,,01/05/2020,-61,-31,-60,-56,-50,21
MX,Mexico,Oaxaca,,,MX-OAX,,02/05/2020,-58,-27,-56,-54,-25,14
MX,Mexico,Oaxaca,,,MX-OAX,,03/05/2020,-63,-33,-61,-61,-21,12
MX,Mexico,Oaxaca,,,MX-OAX,,04/05/2020,-52,-25,-53,-47,-41,17
MX,Mexico,Oaxaca,,,MX-OAX,,05/05/2020,-53,-28,-55,-50,-45,17
MX,Mexico,Oaxaca,,,MX-OAX,,06/05/2020,-53,-27,-53,-49,-43,17
MX,Mexico,Oaxaca,,,MX-OAX,,07/05/2020,-54,-28,-55,-51,-43,18
MX,Mexico,Oaxaca,,,MX-OAX,,08/05/2020,-55,-26,-56,-52,-38,19
MX,Mexico,Oaxaca,,,MX-OAX,,09/05/2020,-54,-20,-52,-50,-18,14
MX,Mexico,Oaxaca,,,MX-OAX,,10/05/2020,-53,-22,-52,-57,-9,9
MX,Mexico,Oaxaca,,,MX-OAX,,11/05/2020,-54,-29,-54,-49,-40,17
MX,Mexico,Oaxaca,,,MX-OAX,,12/05/2020,-53,-28,-55,-49,-42,17
MX,Mexico,Oaxaca,,,MX-OAX,,13/05/2020,-52,-26,-53,-48,-42,17
MX,Mexico,Oaxaca,,,MX-OAX,,14/05/2020,-52,-25,-53,-49,-42,15
MX,Mexico,Oaxaca,,,MX-OAX,,15/05/2020,-51,-20,-50,-49,-36,17
MX,Mexico,Oaxaca,,,MX-OAX,,16/05/2020,-53,-20,-51,-50,-18,13
MX,Mexico,Oaxaca,,,MX-OAX,,17/05/2020,-59,-28,-57,-59,-17,11
MX,Mexico,Oaxaca,,,MX-OAX,,18/05/2020,-48,-20,-50,-46,-38,16
MX,Mexico,Oaxaca,,,MX-OAX,,19/05/2020,-51,-26,-51,-46,-41,16
MX,Mexico,Oaxaca,,,MX-OAX,,20/05/2020,-53,-34,-51,-44,-41,17
MX,Mexico,Oaxaca,,,MX-OAX,,21/05/2020,-55,-37,-53,-48,-43,18
MX,Mexico,Oaxaca,,,MX-OAX,,22/05/2020,-57,-36,-53,-51,-37,19
MX,Mexico,Oaxaca,,,MX-OAX,,23/05/2020,-59,-36,-54,-51,-18,14
MX,Mexico,Oaxaca,,,MX-OAX,,24/05/2020,-62,-41,-56,-58,-17,12
MX,Mexico,Oaxaca,,,MX-OAX,,25/05/2020,-53,-35,-51,-47,-40,18
MX,Mexico,Oaxaca,,,MX-OAX,,26/05/2020,-55,-37,-53,-49,-41,17
MX,Mexico,Oaxaca,,,MX-OAX,,27/05/2020,-55,-38,-54,-47,-41,18
MX,Mexico,Oaxaca,,,MX-OAX,,28/05/2020,-56,-37,-54,-50,-41,18
MX,Mexico,Oaxaca,,,MX-OAX,,29/05/2020,-56,-33,-54,-49,-36,20
MX,Mexico,Oaxaca,,,MX-OAX,,30/05/2020,-56,-31,-52,-48,-14,14
MX,Mexico,Oaxaca,,,MX-OAX,,31/05/2020,-60,-36,-56,-56,-10,12
MX,Mexico,Oaxaca,,,MX-OAX,,01/06/2020,-51,-30,-50,-44,-36,17
MX,Mexico,Oaxaca,,,MX-OAX,,02/06/2020,-53,-33,-52,-45,-39,17
MX,Mexico,Oaxaca,,,MX-OAX,,03/06/2020,-53,-34,-53,-44,-39,18
MX,Mexico,Oaxaca,,,MX-OAX,,04/06/2020,-54,-35,-55,-47,-40,18
MX,Mexico,Oaxaca,,,MX-OAX,,05/06/2020,-57,-34,-56,-50,-36,20
MX,Mexico,Oaxaca,,,MX-OAX,,06/06/2020,-59,-38,-58,-52,-17,16
MX,Mexico,Oaxaca,,,MX-OAX,,07/06/2020,-63,-43,-60,-59,-14,14
MX,Mexico,Oaxaca,,,MX-OAX,,08/06/2020,-56,-38,-55,-51,-39,19
MX,Mexico,Oaxaca,,,MX-OAX,,09/06/2020,-56,-38,-55,-50,-41,18
MX,Mexico,Oaxaca,,,MX-OAX,,10/06/2020,-55,-37,-56,-48,-41,18
MX,Mexico,Oaxaca,,,MX-OAX,,11/06/2020,-55,-36,-56,-50,-41,18
MX,Mexico,Oaxaca,,,MX-OAX,,12/06/2020,-56,-35,-57,-53,-36,20
MX,Mexico,Oaxaca,,,MX-OAX,,13/06/2020,-55,-33,-54,-50,-13,15
MX,Mexico,Oaxaca,,,MX-OAX,,14/06/2020,-60,-38,-57,-57,-8,13
MX,Mexico,Oaxaca,,,MX-OAX,,15/06/2020,-48,-25,-48,-43,-34,17
MX,Mexico,Oaxaca,,,MX-OAX,,16/06/2020,-47,-25,-50,-44,-36,16
MX,Mexico,Oaxaca,,,MX-OAX,,17/06/2020,-49,-30,-52,-45,-38,17
MX,Mexico,Oaxaca,,,MX-OAX,,18/06/2020,-50,-32,-54,-46,-38,18
MX,Mexico,Oaxaca,,,MX-OAX,,19/06/2020,-52,-31,-53,-49,-33,18
MX,Mexico,Oaxaca,,,MX-OAX,,20/06/2020,-52,-28,-52,-45,-10,14
MX,Mexico,Oaxaca,,,MX-OAX,,21/06/2020,-54,-33,-55,-53,0,11
MX,Mexico,Oaxaca,,,MX-OAX,,22/06/2020,-51,-34,-53,-45,-37,17
MX,Mexico,Oaxaca,,,MX-OAX,,23/06/2020,-53,-37,-55,-48,-39,16
MX,Mexico,Oaxaca,,,MX-OAX,,24/06/2020,-49,-32,-54,-44,-39,17
MX,Mexico,Oaxaca,,,MX-OAX,,25/06/2020,-50,-32,-53,-45,-39,17
MX,Mexico,Oaxaca,,,MX-OAX,,26/06/2020,-52,-32,-53,-47,-33,18
MX,Mexico,Oaxaca,,,MX-OAX,,27/06/2020,-53,-31,-52,-47,-11,14
MX,Mexico,Oaxaca,,,MX-OAX,,28/06/2020,-57,-37,-54,-53,-7,12
MX,Mexico,Oaxaca,,,MX-OAX,,29/06/2020,-46,-27,-50,-43,-34,16
MX,Mexico,Oaxaca,,,MX-OAX,,30/06/2020,-43,-22,-50,-43,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,01/07/2020,-43,-21,-49,-42,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,02/07/2020,-45,-25,-52,-45,-37,16
MX,Mexico,Oaxaca,,,MX-OAX,,03/07/2020,-47,-26,-53,-47,-32,18
MX,Mexico,Oaxaca,,,MX-OAX,,04/07/2020,-49,-26,-52,-46,-10,13
MX,Mexico,Oaxaca,,,MX-OAX,,05/07/2020,-54,-34,-55,-54,-7,12
MX,Mexico,Oaxaca,,,MX-OAX,,06/07/2020,-44,-27,-49,-43,-35,16
MX,Mexico,Oaxaca,,,MX-OAX,,07/07/2020,-42,-26,-50,-45,-37,15
MX,Mexico,Oaxaca,,,MX-OAX,,08/07/2020,-43,-28,-51,-44,-37,16
MX,Mexico,Oaxaca,,,MX-OAX,,09/07/2020,-44,-29,-51,-45,-37,16
MX,Mexico,Oaxaca,,,MX-OAX,,10/07/2020,-47,-30,-53,-49,-33,18
MX,Mexico,Oaxaca,,,MX-OAX,,11/07/2020,-49,-30,-53,-47,-12,14
MX,Mexico,Oaxaca,,,MX-OAX,,12/07/2020,-52,-34,-53,-54,-7,12
MX,Mexico,Oaxaca,,,MX-OAX,,13/07/2020,-42,-26,-48,-42,-35,16
MX,Mexico,Oaxaca,,,MX-OAX,,14/07/2020,-39,-23,-48,-43,-37,15
MX,Mexico,Oaxaca,,,MX-OAX,,15/07/2020,-37,-18,-47,-41,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,16/07/2020,-39,-21,-48,-43,-37,16
MX,Mexico,Oaxaca,,,MX-OAX,,17/07/2020,-42,-23,-49,-44,-32,17
MX,Mexico,Oaxaca,,,MX-OAX,,18/07/2020,-45,-25,-48,-43,-9,12
MX,Mexico,Oaxaca,,,MX-OAX,,19/07/2020,-49,-30,-50,-51,-7,11
MX,Mexico,Oaxaca,,,MX-OAX,,20/07/2020,-42,-25,-49,-43,-36,16
MX,Mexico,Oaxaca,,,MX-OAX,,21/07/2020,-42,-26,-50,-46,-38,16
MX,Mexico,Oaxaca,,,MX-OAX,,22/07/2020,-43,-28,-52,-46,-37,16
MX,Mexico,Oaxaca,,,MX-OAX,,23/07/2020,-45,-29,-53,-45,-38,16
MX,Mexico,Oaxaca,,,MX-OAX,,24/07/2020,-48,-30,-55,-49,-34,18
MX,Mexico,Oaxaca,,,MX-OAX,,25/07/2020,-48,-28,-51,-46,-12,13
MX,Mexico,Oaxaca,,,MX-OAX,,26/07/2020,-52,-34,-53,-52,-8,11
MX,Mexico,Oaxaca,,,MX-OAX,,27/07/2020,-45,-30,-55,-46,-37,17
MX,Mexico,Oaxaca,,,MX-OAX,,28/07/2020,-42,-27,-52,-44,-38,16
MX,Mexico,Oaxaca,,,MX-OAX,,29/07/2020,-41,-27,-53,-45,-38,16
MX,Mexico,Oaxaca,,,MX-OAX,,30/07/2020,-40,-27,-51,-45,-39,16
MX,Mexico,Oaxaca,,,MX-OAX,,31/07/2020,-40,-22,-50,-46,-32,17
MX,Mexico,Oaxaca,,,MX-OAX,,01/08/2020,-41,-22,-47,-42,-10,12
MX,Mexico,Oaxaca,,,MX-OAX,,02/08/2020,-46,-29,-49,-50,-7,11
MX,Mexico,Oaxaca,,,MX-OAX,,03/08/2020,-35,-22,-47,-38,-34,15
MX,Mexico,Oaxaca,,,MX-OAX,,04/08/2020,-35,-22,-47,-40,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,05/08/2020,-34,-22,-46,-41,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,06/08/2020,-35,-23,-48,-39,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,07/08/2020,-40,-26,-50,-45,-33,17
MX,Mexico,Oaxaca,,,MX-OAX,,08/08/2020,-43,-28,-50,-44,-11,12
MX,Mexico,Oaxaca,,,MX-OAX,,09/08/2020,-45,-31,-49,-50,-7,10
MX,Mexico,Oaxaca,,,MX-OAX,,10/08/2020,-34,-23,-45,-40,-34,15
MX,Mexico,Oaxaca,,,MX-OAX,,11/08/2020,-36,-26,-49,-42,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,12/08/2020,-37,-26,-50,-43,-37,15
MX,Mexico,Oaxaca,,,MX-OAX,,13/08/2020,-35,-25,-46,-40,-36,14
MX,Mexico,Oaxaca,,,MX-OAX,,14/08/2020,-36,-22,-46,-41,-30,16
MX,Mexico,Oaxaca,,,MX-OAX,,15/08/2020,-37,-20,-43,-39,-8,10
MX,Mexico,Oaxaca,,,MX-OAX,,16/08/2020,-41,-27,-46,-47,-5,9
MX,Mexico,Oaxaca,,,MX-OAX,,17/08/2020,-30,-19,-43,-37,-32,14
MX,Mexico,Oaxaca,,,MX-OAX,,18/08/2020,-29,-19,-41,-38,-33,13
MX,Mexico,Oaxaca,,,MX-OAX,,19/08/2020,-31,-22,-44,-38,-34,14
MX,Mexico,Oaxaca,,,MX-OAX,,20/08/2020,-32,-25,-45,-37,-35,14
MX,Mexico,Oaxaca,,,MX-OAX,,21/08/2020,-33,-23,-44,-41,-30,15
MX,Mexico,Oaxaca,,,MX-OAX,,22/08/2020,-36,-25,-43,-39,-8,11
MX,Mexico,Oaxaca,,,MX-OAX,,23/08/2020,-39,-28,-46,-45,-5,9
MX,Mexico,Oaxaca,,,MX-OAX,,24/08/2020,-32,-25,-46,-40,-33,15
MX,Mexico,Oaxaca,,,MX-OAX,,25/08/2020,-31,-25,-47,-40,-36,15
MX,Mexico,Oaxaca,,,MX-OAX,,26/08/2020,-30,-24,-45,-40,-35,15
MX,Mexico,Oaxaca,,,MX-OAX,,27/08/2020,-28,-24,-41,-37,-34,14
MX,Mexico,Oaxaca,,,MX-OAX,,28/08/2020,-30,-22,-44,-41,-30,15
MX,Mexico,Oaxaca,,,MX-OAX,,29/08/2020,-26,-16,-33,-36,-6,9
MX,Mexico,Oaxaca,,,MX-OAX,,30/08/2020,-29,-21,-36,-42,-2,8
MX,Mexico,Oaxaca,,,MX-OAX,,31/08/2020,-19,-13,-29,-33,-30,12
MX,Mexico,Oaxaca,,,MX-OAX,,01/09/2020,-15,-12,-27,-32,-33,12
MX,Mexico,Oaxaca,,,MX-OAX,,02/09/2020,-18,-15,-30,-34,-33,12
MX,Mexico,Oaxaca,,,MX-OAX,,03/09/2020,-20,-17,-33,-34,-34,12
MX,Mexico,Oaxaca,,,MX-OAX,,04/09/2020,-25,-20,-38,-39,-30,15
MX,Mexico,Oaxaca,,,MX-OAX,,05/09/2020,-23,-16,-29,-37,-8,9
MX,Mexico,Oaxaca,,,MX-OAX,,06/09/2020,-29,-22,-38,-42,-7,9
MX,Mexico,Oaxaca,,,MX-OAX,,07/09/2020,-18,-16,-28,-35,-31,13
MX,Mexico,Oaxaca,,,MX-OAX,,08/09/2020,-17,-17,-29,-35,-34,13
MX,Mexico,Oaxaca,,,MX-OAX,,09/09/2020,-14,-16,-26,-34,-34,13
MX,Mexico,Oaxaca,,,MX-OAX,,10/09/2020,-14,-17,-25,-33,-34,13
MX,Mexico,Oaxaca,,,MX-OAX,,11/09/2020,-17,-17,-27,-36,-29,13
MX,Mexico,Puebla,,,MX-PUE,,15/02/2020,6,5,1,6,4,-1
MX,Mexico,Puebla,,,MX-PUE,,16/02/2020,7,6,1,6,1,-1
MX,Mexico,Puebla,,,MX-PUE,,17/02/2020,2,3,-5,4,8,-2
MX,Mexico,Puebla,,,MX-PUE,,18/02/2020,-2,1,-2,2,8,-1
MX,Mexico,Puebla,,,MX-PUE,,19/02/2020,0,0,-2,2,8,-1
MX,Mexico,Puebla,,,MX-PUE,,20/02/2020,0,0,-3,3,8,-1
MX,Mexico,Puebla,,,MX-PUE,,21/02/2020,-1,-1,-6,6,10,-2
MX,Mexico,Puebla,,,MX-PUE,,22/02/2020,0,2,2,4,4,0
MX,Mexico,Puebla,,,MX-PUE,,23/02/2020,1,2,1,3,1,0
MX,Mexico,Puebla,,,MX-PUE,,24/02/2020,-1,1,-3,3,8,-2
MX,Mexico,Puebla,,,MX-PUE,,25/02/2020,-4,0,6,3,7,-1
MX,Mexico,Puebla,,,MX-PUE,,26/02/2020,-4,-2,7,0,4,0
MX,Mexico,Puebla,,,MX-PUE,,27/02/2020,-2,2,-3,2,4,0
MX,Mexico,Puebla,,,MX-PUE,,28/02/2020,1,5,-2,4,7,-1
MX,Mexico,Puebla,,,MX-PUE,,29/02/2020,4,10,3,5,6,0
